name,city,locality,cuisines,cost,Currency,rating,votes,primary_cuisine,cost_category
Flaming Chilli Pepper,New Delhi,Vasant Kunj,"chinese, italian, north indian",900,Indian Rupees(Rs.),3.8,286,chinese,high
Hong Kong Express,New Delhi,Vasant Kunj,"chinese, thai",800,Indian Rupees(Rs.),3.7,164,chinese,high
Majeed's,New Delhi,Vasant Kunj,"mughlai, north indian",800,Indian Rupees(Rs.),3.5,170,mughlai,high
Majlis-e-Mughal,New Delhi,Vasant Kunj,mughlai,900,Indian Rupees(Rs.),3.5,95,mughlai,high
Mickey's Kitchen,New Delhi,Vasant Kunj,"continental, american, italian",950,Indian Rupees(Rs.),3.9,191,continental,high
Nanking,New Delhi,Vasant Kunj,"chinese, seafood",1500,Indian Rupees(Rs.),3.6,361,chinese,high
Nawab Dera,New Delhi,Vasant Kunj,"north indian, mughlai, biryani",650,Indian Rupees(Rs.),3.8,141,north indian,medium
The Cafe,New Delhi,Vasant Kunj,cafe,1000,Indian Rupees(Rs.),3.8,20,cafe,high
The Village Cafí©,New Delhi,Vasant Kunj,"cafe, american, italian, north indian, chinese",700,Indian Rupees(Rs.),3.7,185,cafe,medium
Cookfresh,New Delhi,Vasant Kunj,asian,800,Indian Rupees(Rs.),0.0,2,asian,high
Cafe Connect,New Delhi,Vasant Kunj,"cafe, bakery",700,Indian Rupees(Rs.),4.2,193,cafe,medium
Happy Hakka,New Delhi,Vasant Kunj,chinese,650,Indian Rupees(Rs.),4.1,173,chinese,medium
Indian Saffron Co.,New Delhi,Vasant Kunj,"north indian, mughlai",900,Indian Rupees(Rs.),4.2,62,north indian,high
DCK- Dana Choga's Kitchen,New Delhi,"Vasant Square Mall, Vasant Kunj","north indian, mughlai",800,Indian Rupees(Rs.),2.9,252,north indian,high
Domino's Pizza,New Delhi,"Vasant Square Mall, Vasant Kunj","pizza, fast food",700,Indian Rupees(Rs.),2.8,145,pizza,medium
Sagar Ratna,New Delhi,"Vasant Square Mall, Vasant Kunj","south indian, north indian",600,Indian Rupees(Rs.),3.3,87,south indian,medium
Shree Bhagatram,New Delhi,"Vasant Square Mall, Vasant Kunj","north indian, chinese, south indian, mithai",650,Indian Rupees(Rs.),3.3,199,north indian,medium
Subway,New Delhi,"Vasant Square Mall, Vasant Kunj","american, fast food, salad, healthy food",500,Indian Rupees(Rs.),2.5,131,american,medium
Biryani Blues,New Delhi,"Vasant Square Mall, Vasant Kunj","biryani, hyderabadi",750,Indian Rupees(Rs.),3.9,105,biryani,high
Kebab Gali,New Delhi,"Vasant Square Mall, Vasant Kunj","north indian, mughlai, biryani",600,Indian Rupees(Rs.),3.9,380,north indian,medium
KFC,New Delhi,"Vasant Square Mall, Vasant Kunj","american, fast food",500,Indian Rupees(Rs.),3.6,277,american,medium
Tipu Sultan,New Delhi,"Vasant Square Mall, Vasant Kunj","north indian, mughlai",850,Indian Rupees(Rs.),3.7,364,north indian,high
Angels in my Kitchen,New Delhi,Vasant Vihar,"bakery, desserts, fast food",350,Indian Rupees(Rs.),3.2,22,bakery,medium
Barista,New Delhi,Vasant Vihar,cafe,650,Indian Rupees(Rs.),3.3,47,cafe,medium
Bengal Sweet Palace,New Delhi,Vasant Vihar,"mithai, street food",150,Indian Rupees(Rs.),3.3,28,mithai,low
Bread'D Bites,New Delhi,Vasant Vihar,"bakery, desserts, fast food",150,Indian Rupees(Rs.),3.1,14,bakery,low
Chinese Hut,New Delhi,Vasant Vihar,chinese,400,Indian Rupees(Rs.),3.4,20,chinese,medium
Foodland by Orchid,New Delhi,Vasant Vihar,"north indian, south indian, mughlai",900,Indian Rupees(Rs.),2.9,6,north indian,high
From The Kitchen of Mala Bindra,New Delhi,Vasant Vihar,bakery,250,Indian Rupees(Rs.),3.1,9,bakery,low
Go Kylin,New Delhi,Vasant Vihar,"japanese, chinese, asian, malaysian, thai, vietnamese",1500,Indian Rupees(Rs.),2.8,9,japanese,high
Green Chick Chop,New Delhi,Vasant Vihar,"raw meats, north indian, fast food",350,Indian Rupees(Rs.),3.3,23,raw meats,medium
Hawkers,New Delhi,Vasant Vihar,chinese,300,Indian Rupees(Rs.),2.7,26,chinese,medium
HotPlate,New Delhi,Vasant Vihar,"fast food, north indian",150,Indian Rupees(Rs.),3.1,8,fast food,low
New Janta Restaurant,New Delhi,Vasant Vihar,"north indian, mughlai",600,Indian Rupees(Rs.),3.1,31,north indian,medium
Rainbows,New Delhi,Vasant Vihar,"bakery, fast food",400,Indian Rupees(Rs.),3.2,28,bakery,medium
Sinfully Yours,New Delhi,Vasant Vihar,"bakery, desserts",300,Indian Rupees(Rs.),3.3,18,bakery,medium
Slice of Italy,New Delhi,Vasant Vihar,"italian, pizza, bakery",700,Indian Rupees(Rs.),2.8,299,italian,medium
Spice Deli,New Delhi,Vasant Vihar,"north indian, chinese",1100,Indian Rupees(Rs.),3.3,52,north indian,high
Twenty Four Seven,New Delhi,Vasant Vihar,"fast food, north indian",300,Indian Rupees(Rs.),3.1,9,fast food,medium
Uncle Tom's Steamed Hot Dogs,New Delhi,Vasant Vihar,fast food,200,Indian Rupees(Rs.),3.3,40,fast food,low
AOWLS,New Delhi,Vasant Vihar,"chinese, fast food",300,Indian Rupees(Rs.),3.5,37,chinese,medium
Costa Coffee,New Delhi,Vasant Vihar,cafe,600,Indian Rupees(Rs.),3.6,80,cafe,medium
Georgia Dakota,New Delhi,Vasant Vihar,"bakery, desserts",450,Indian Rupees(Rs.),3.6,34,bakery,medium
Instapizza After Hours,New Delhi,Vasant Vihar,"pizza, fast food",900,Indian Rupees(Rs.),3.5,21,pizza,high
The Pint Room,New Delhi,Vasant Vihar,"finger food, continental, italian",1700,Indian Rupees(Rs.),3.7,76,finger food,high
Anthony's Kitchen,New Delhi,Vasant Vihar,"north indian, south indian",250,Indian Rupees(Rs.),0.0,0,north indian,low
Bakermania,New Delhi,Vasant Vihar,"bakery, fast food",400,Indian Rupees(Rs.),0.0,1,bakery,medium
Cafe Coffee Day,New Delhi,Vasant Vihar,cafe,450,Indian Rupees(Rs.),0.0,2,cafe,medium
Cones & Curries,New Delhi,Vasant Vihar,north indian,300,Indian Rupees(Rs.),0.0,2,north indian,medium
Giani,New Delhi,Vasant Vihar,"ice cream, desserts",400,Indian Rupees(Rs.),0.0,3,ice cream,medium
Kaptain Bakery,New Delhi,Vasant Vihar,bakery,200,Indian Rupees(Rs.),0.0,1,bakery,low
Kayasth Cuisine,New Delhi,Vasant Vihar,mughlai,1000,Indian Rupees(Rs.),0.0,2,mughlai,high
Mahinder Food Corner,New Delhi,Vasant Vihar,"north indian, street food",200,Indian Rupees(Rs.),0.0,1,north indian,low
Mohanty Bakery & Confectionery,New Delhi,Vasant Vihar,bakery,200,Indian Rupees(Rs.),0.0,0,bakery,low
Practically Perfect,New Delhi,Vasant Vihar,"bakery, desserts",500,Indian Rupees(Rs.),0.0,1,bakery,medium
Take Away Depot,New Delhi,Vasant Vihar,"chinese, mughlai, north indian",600,Indian Rupees(Rs.),0.0,0,chinese,medium
The Artful Baker,New Delhi,Vasant Vihar,"bakery, fast food",600,Indian Rupees(Rs.),0.0,0,bakery,medium
Perch Wine & Coffee Bar,New Delhi,Vasant Vihar,"cafe, european",2000,Indian Rupees(Rs.),4.3,114,cafe,high
Aggarwal Confectionary,New Delhi,Vasundhara Enclave,"street food, bakery",50,Indian Rupees(Rs.),2.8,7,street food,low
Aggarwal Sweet Corner,New Delhi,Vasundhara Enclave,"mithai, street food",150,Indian Rupees(Rs.),2.9,16,mithai,low
Ananda's,New Delhi,Vasundhara Enclave,"south indian, chinese",350,Indian Rupees(Rs.),3.0,31,south indian,medium
Ankur Family Restaurant,New Delhi,Vasundhara Enclave,"north indian, chinese",500,Indian Rupees(Rs.),2.8,7,north indian,medium
Ayush Restaurant,New Delhi,Vasundhara Enclave,north indian,400,Indian Rupees(Rs.),3.2,13,north indian,medium
Chef's Paradise,New Delhi,Vasundhara Enclave,"north indian, mughlai, chinese",400,Indian Rupees(Rs.),3.1,36,north indian,medium
Domino's Pizza,New Delhi,Vasundhara Enclave,"pizza, fast food",700,Indian Rupees(Rs.),2.6,17,pizza,medium
Fatafat Fast Food,New Delhi,Vasundhara Enclave,"chinese, fast food",450,Indian Rupees(Rs.),3.3,32,chinese,medium
Giani,New Delhi,Vasundhara Enclave,"ice cream, desserts",300,Indian Rupees(Rs.),3.0,5,ice cream,medium
Green Tea Fanatics,New Delhi,Vasundhara Enclave,"beverages, fast food",250,Indian Rupees(Rs.),3.4,31,beverages,low
Khansama,New Delhi,Vasundhara Enclave,"north indian, mughlai",350,Indian Rupees(Rs.),3.3,30,north indian,medium
Pauls Food,New Delhi,Vasundhara Enclave,"north indian, chinese",550,Indian Rupees(Rs.),2.9,14,north indian,medium
Punjabi Vaishno Rasoi,New Delhi,Vasundhara Enclave,north indian,200,Indian Rupees(Rs.),2.9,4,north indian,low
Republic of Chicken,New Delhi,Vasundhara Enclave,"raw meats, fast food",400,Indian Rupees(Rs.),2.9,10,raw meats,medium
Taj Sweets,New Delhi,Vasundhara Enclave,mithai,100,Indian Rupees(Rs.),3.1,16,mithai,low
The Cake,New Delhi,Vasundhara Enclave,bakery,200,Indian Rupees(Rs.),3.0,4,bakery,low
The Food Court,New Delhi,Vasundhara Enclave,"fast food, chinese",400,Indian Rupees(Rs.),3.7,32,fast food,medium
Adi's Restaurant,New Delhi,Vasundhara Enclave,north indian,300,Indian Rupees(Rs.),0.0,3,north indian,medium
Aggarwal Sweet & Bakers,New Delhi,Vasundhara Enclave,"mithai, street food",150,Indian Rupees(Rs.),0.0,0,mithai,low
Aggarwal Sweets,New Delhi,Vasundhara Enclave,desserts,150,Indian Rupees(Rs.),0.0,0,desserts,low
Aggarwal Sweets,New Delhi,Vasundhara Enclave,"mithai, street food",100,Indian Rupees(Rs.),0.0,0,mithai,low
Always Eat Green,New Delhi,Vasundhara Enclave,"north indian, south indian, chinese",300,Indian Rupees(Rs.),0.0,0,north indian,medium
Anjali Resaturant,New Delhi,Vasundhara Enclave,north indian,200,Indian Rupees(Rs.),0.0,0,north indian,low
Annapoorna Bhojanalya,New Delhi,Vasundhara Enclave,north indian,100,Indian Rupees(Rs.),0.0,0,north indian,low
Anupam Eating Point,New Delhi,Vasundhara Enclave,north indian,150,Indian Rupees(Rs.),0.0,0,north indian,low
Bikaner Rasoi,New Delhi,Vasundhara Enclave,north indian,250,Indian Rupees(Rs.),0.0,0,north indian,low
Cafe Mom,New Delhi,Vasundhara Enclave,north indian,100,Indian Rupees(Rs.),0.0,2,north indian,low
Cafe Youth,New Delhi,Vasundhara Enclave,chinese,350,Indian Rupees(Rs.),0.0,1,chinese,medium
Cake Express,New Delhi,Vasundhara Enclave,bakery,350,Indian Rupees(Rs.),0.0,1,bakery,medium
Cake Knighter,New Delhi,Vasundhara Enclave,bakery,300,Indian Rupees(Rs.),0.0,0,bakery,medium
Catchup Green,New Delhi,Vasundhara Enclave,fast food,300,Indian Rupees(Rs.),0.0,3,fast food,medium
D Food,New Delhi,Vasundhara Enclave,"north indian, street food",200,Indian Rupees(Rs.),0.0,0,north indian,low
Delicious Cake,New Delhi,Vasundhara Enclave,bakery,300,Indian Rupees(Rs.),0.0,0,bakery,medium
Famous Parantha and Poori Sabzi,New Delhi,Vasundhara Enclave,north indian,50,Indian Rupees(Rs.),0.0,0,north indian,low
FM Biryani Point,New Delhi,Vasundhara Enclave,biryani,150,Indian Rupees(Rs.),0.0,0,biryani,low
Food Plaza,New Delhi,Vasundhara Enclave,"chinese, fast food",250,Indian Rupees(Rs.),0.0,0,chinese,low
Foodiez,New Delhi,Vasundhara Enclave,street food,150,Indian Rupees(Rs.),0.0,2,street food,low
Goli Vada Pav No. 1,New Delhi,Vasundhara Enclave,street food,100,Indian Rupees(Rs.),0.0,3,street food,low
Hyderabad's Delight,New Delhi,Vasundhara Enclave,"hyderabadi, biryani",400,Indian Rupees(Rs.),0.0,1,hyderabadi,medium
Khan Tandoori Hub,New Delhi,Vasundhara Enclave,"north indian, mughlai",500,Indian Rupees(Rs.),0.0,0,north indian,medium
Khan Tandoori Nights,New Delhi,Vasundhara Enclave,mughlai,400,Indian Rupees(Rs.),0.0,0,mughlai,medium
Meatwale.com,New Delhi,Vasundhara Enclave,raw meats,150,Indian Rupees(Rs.),0.0,0,raw meats,low
New Aggarwal Sweets & Fast Food,New Delhi,Vasundhara Enclave,"mithai, fast food",150,Indian Rupees(Rs.),0.0,0,mithai,low
Night Munchers,New Delhi,Vasundhara Enclave,north indian,500,Indian Rupees(Rs.),0.0,0,north indian,medium
Old Moradabadi Chicken Corner,New Delhi,Vasundhara Enclave,north indian,400,Indian Rupees(Rs.),0.0,0,north indian,medium
Richa's Bakery,New Delhi,Vasundhara Enclave,bakery,400,Indian Rupees(Rs.),0.0,1,bakery,medium
Riyaz Biryani Corner,New Delhi,Vasundhara Enclave,"biryani, north indian",150,Indian Rupees(Rs.),0.0,0,biryani,low
Rudra The Dhaba,New Delhi,Vasundhara Enclave,north indian,200,Indian Rupees(Rs.),0.0,0,north indian,low
Seven Star Pizza,New Delhi,Vasundhara Enclave,pizza,400,Indian Rupees(Rs.),0.0,0,pizza,medium
Shahi Muradabadi Chicken Biryani,New Delhi,Vasundhara Enclave,biryani,150,Indian Rupees(Rs.),0.0,0,biryani,low
Shree Krishna Restaurant,New Delhi,Vasundhara Enclave,"north indian, chinese",200,Indian Rupees(Rs.),0.0,1,north indian,low
Shree Sai Bhog,New Delhi,Vasundhara Enclave,"chinese, north indian, south indian",250,Indian Rupees(Rs.),0.0,3,chinese,low
Soni Food Court,New Delhi,Vasundhara Enclave,north indian,150,Indian Rupees(Rs.),0.0,0,north indian,low
South Street Cafe,New Delhi,Vasundhara Enclave,south indian,200,Indian Rupees(Rs.),0.0,2,south indian,low
Special Chicken Biryani,New Delhi,Vasundhara Enclave,biryani,100,Indian Rupees(Rs.),0.0,0,biryani,low
Sweets n Treats,New Delhi,Vasundhara Enclave,street food,50,Indian Rupees(Rs.),0.0,0,street food,low
The Royal Prestige,New Delhi,Vasundhara Enclave,"north indian, south indian",100,Indian Rupees(Rs.),0.0,1,north indian,low
Twenty Four Seven,New Delhi,Vasundhara Enclave,"fast food, north indian",300,Indian Rupees(Rs.),0.0,0,fast food,medium
Two Friends Roll Corner,New Delhi,Vasundhara Enclave,"fast food, street food",100,Indian Rupees(Rs.),0.0,0,fast food,low
Waikiki,New Delhi,Vasundhara Enclave,"chinese, north indian",400,Indian Rupees(Rs.),0.0,0,chinese,medium
Zaika Chicken Corner,New Delhi,Vasundhara Enclave,"biryani, north indian",150,Indian Rupees(Rs.),0.0,0,biryani,low
Zombiez,New Delhi,Vasundhara Enclave,"chinese, north indian",500,Indian Rupees(Rs.),0.0,0,chinese,medium
366 Junction,New Delhi,Vijay Nagar,"cafe, north indian, chinese",800,Indian Rupees(Rs.),3.3,43,cafe,high
Black & Brew,New Delhi,Vijay Nagar,chinese,300,Indian Rupees(Rs.),3.1,25,chinese,medium
Hari Om Bhojanalaya,New Delhi,Vijay Nagar,north indian,300,Indian Rupees(Rs.),3.4,43,north indian,medium
Nalwa's Hotspot,New Delhi,Vijay Nagar,chinese,300,Indian Rupees(Rs.),3.1,10,chinese,medium
Pasta Hub,New Delhi,Vijay Nagar,italian,200,Indian Rupees(Rs.),3.0,16,italian,low
Rock n Wood Cafe,New Delhi,Vijay Nagar,"north indian, chinese",500,Indian Rupees(Rs.),3.4,168,north indian,medium
Roll Corner,New Delhi,Vijay Nagar,fast food,200,Indian Rupees(Rs.),3.3,12,fast food,low
Shree Nandhini Cafe,New Delhi,Vijay Nagar,"south indian, chinese",350,Indian Rupees(Rs.),3.3,27,south indian,medium
Sindhi Dhaba,New Delhi,Vijay Nagar,north indian,200,Indian Rupees(Rs.),2.9,19,north indian,low
Take N Taste,New Delhi,Vijay Nagar,"north indian, chinese",400,Indian Rupees(Rs.),3.1,15,north indian,medium
Taxi Bar & Cafe,New Delhi,Vijay Nagar,"north indian, chinese, fast food",800,Indian Rupees(Rs.),3.3,732,north indian,high
The Little Diner,New Delhi,Vijay Nagar,"continental, chinese, italian, cafe",800,Indian Rupees(Rs.),3.4,430,continental,high
Cafeteria & Co.,New Delhi,Vijay Nagar,"continental, mexican",900,Indian Rupees(Rs.),4.6,1136,continental,high
Burger Point,New Delhi,Vijay Nagar,"burger, fast food",300,Indian Rupees(Rs.),3.8,114,burger,medium
Cafe All-Inn,New Delhi,Vijay Nagar,"cafe, mexican, italian, north indian, chinese",600,Indian Rupees(Rs.),3.8,429,cafe,medium
Chowringhee,New Delhi,Vijay Nagar,fast food,250,Indian Rupees(Rs.),3.5,65,fast food,low
Flamess Restaurant & Cafe Village,New Delhi,Vijay Nagar,"north indian, chinese, continental, italian, mexican, lebanese",700,Indian Rupees(Rs.),3.5,349,north indian,medium
Jack 'n' Chill,New Delhi,Vijay Nagar,"american, italian, cafe",500,Indian Rupees(Rs.),3.6,480,american,medium
Kake Di Hatti,New Delhi,Vijay Nagar,north indian,400,Indian Rupees(Rs.),3.6,314,north indian,medium
Mad Monkey,New Delhi,Vijay Nagar,"cafe, continental, italian",800,Indian Rupees(Rs.),3.7,344,cafe,high
Manohar Cakes & Bikaneri,New Delhi,Vijay Nagar,"mithai, fast food",150,Indian Rupees(Rs.),3.5,18,mithai,low
Shagun,New Delhi,Vijay Nagar,"chinese, thai, tibetan, japanese",800,Indian Rupees(Rs.),3.9,419,chinese,high
Shyam Chaat Bhandar,New Delhi,Vijay Nagar,street food,150,Indian Rupees(Rs.),3.5,27,street food,low
Telegram,New Delhi,Vijay Nagar,"cafe, north indian, continental, chinese",700,Indian Rupees(Rs.),3.5,359,cafe,medium
The University Bistro,New Delhi,Vijay Nagar,"cafe, italian, continental, mexican, mediterranean",500,Indian Rupees(Rs.),3.6,555,cafe,medium
736 A.D.,New Delhi,Vijay Nagar,"north indian, continental, italian, chinese",900,Indian Rupees(Rs.),4.1,506,north indian,high
Big Yellow Door,New Delhi,Vijay Nagar,"cafe, italian, fast food",600,Indian Rupees(Rs.),4.3,3986,cafe,medium
Mr. Crust Bakers,New Delhi,Vijay Nagar,"bakery, desserts, fast food",400,Indian Rupees(Rs.),4.2,741,bakery,medium
Phonebooth Cafí©,New Delhi,Vijay Nagar,"north indian, continental, chinese, italian",800,Indian Rupees(Rs.),4.1,636,north indian,high
Tony's,New Delhi,Vijay Nagar,fast food,200,Indian Rupees(Rs.),4.4,163,fast food,low
Wake 'n' Bake Cafe,New Delhi,Vijay Nagar,"fast food, bakery",350,Indian Rupees(Rs.),4.0,90,fast food,medium
Gabbar Di Hatti,New Delhi,Vikas Marg,"north indian, mughlai",300,Indian Rupees(Rs.),3.4,19,north indian,medium
Chennai Express,New Delhi,Vikas Marg,"chinese, south indian",300,Indian Rupees(Rs.),0.0,0,chinese,medium
1990's,New Delhi,Vikaspuri,"north indian, mughlai",250,Indian Rupees(Rs.),3.3,15,north indian,low
Amul Cafe,New Delhi,Vikaspuri,"desserts, fast food",300,Indian Rupees(Rs.),3.3,23,desserts,medium
Burger Point,New Delhi,Vikaspuri,"burger, fast food",300,Indian Rupees(Rs.),3.4,28,burger,medium
Buta Singh Da Dhabba,New Delhi,Vikaspuri,north indian,150,Indian Rupees(Rs.),2.8,14,north indian,low
Cafe Amigo,New Delhi,Vikaspuri,cafe,400,Indian Rupees(Rs.),3.0,41,cafe,medium
Cafe Coffee Day,New Delhi,Vikaspuri,cafe,450,Indian Rupees(Rs.),3.0,16,cafe,medium
Cake Palace,New Delhi,Vikaspuri,bakery,200,Indian Rupees(Rs.),2.7,11,bakery,low
Carara,New Delhi,Vikaspuri,"north indian, chinese",500,Indian Rupees(Rs.),2.6,20,north indian,medium
Channi Pishori Chicken,New Delhi,Vikaspuri,mughlai,400,Indian Rupees(Rs.),3.3,55,mughlai,medium
Chatkora Food N Snacks Corner,New Delhi,Vikaspuri,fast food,350,Indian Rupees(Rs.),2.9,6,fast food,medium
Chetana Bakes,New Delhi,Vikaspuri,bakery,400,Indian Rupees(Rs.),3.0,6,bakery,medium
Chily Hut,New Delhi,Vikaspuri,"chinese, north indian",750,Indian Rupees(Rs.),3.2,20,chinese,high
De' Bistro,New Delhi,Vikaspuri,"chinese, fast food",850,Indian Rupees(Rs.),3.3,16,chinese,high
Deep Bakers,New Delhi,Vikaspuri,"fast food, bakery",100,Indian Rupees(Rs.),3.2,17,fast food,low
Delhi 6,New Delhi,Vikaspuri,north indian,350,Indian Rupees(Rs.),2.6,44,north indian,medium
Finest Pizzeria,New Delhi,Vikaspuri,pizza,600,Indian Rupees(Rs.),3.1,5,pizza,medium
Food Lab,New Delhi,Vikaspuri,"chinese, biryani, north indian",300,Indian Rupees(Rs.),3.0,5,chinese,medium
Goli Vada Pav No. 1,New Delhi,Vikaspuri,street food,100,Indian Rupees(Rs.),3.3,26,street food,low
Grover Sweets,New Delhi,Vikaspuri,"mithai, street food",100,Indian Rupees(Rs.),3.1,8,mithai,low
Hema Chinese Foods,New Delhi,Vikaspuri,chinese,300,Indian Rupees(Rs.),3.3,21,chinese,medium
Hunger Stop,New Delhi,Vikaspuri,"north indian, mughlai",600,Indian Rupees(Rs.),3.2,13,north indian,medium
Ishwar Sweets,New Delhi,Vikaspuri,chinese,300,Indian Rupees(Rs.),3.4,33,chinese,medium
Kathi Express,New Delhi,Vikaspuri,"fast food, chinese",500,Indian Rupees(Rs.),2.6,33,fast food,medium
Kream's,New Delhi,Vikaspuri,"bakery, fast food, pizza",200,Indian Rupees(Rs.),3.1,8,bakery,low
Madras Cafe,New Delhi,Vikaspuri,"south indian, fast food",300,Indian Rupees(Rs.),3.3,33,south indian,medium
Mandeep Punjabi Rasoi,New Delhi,Vikaspuri,north indian,200,Indian Rupees(Rs.),3.0,10,north indian,low
Masti Curry,New Delhi,Vikaspuri,north indian,350,Indian Rupees(Rs.),2.8,31,north indian,medium
New Madras Cafe,New Delhi,Vikaspuri,"south indian, fast food",300,Indian Rupees(Rs.),3.1,34,south indian,medium
Pakwan,New Delhi,Vikaspuri,"chinese, north indian",600,Indian Rupees(Rs.),2.8,20,chinese,medium
Patiala Shahi Soups,New Delhi,Vikaspuri,mughlai,300,Indian Rupees(Rs.),3.1,12,mughlai,medium
Pizza Yum,New Delhi,Vikaspuri,"pizza, fast food",650,Indian Rupees(Rs.),3.1,24,pizza,medium
Polka Pastry & Snack Bar,New Delhi,Vikaspuri,"bakery, fast food",350,Indian Rupees(Rs.),2.7,44,bakery,medium
Red Hot,New Delhi,Vikaspuri,north indian,350,Indian Rupees(Rs.),3.3,15,north indian,medium
Republic of Chicken,New Delhi,Vikaspuri,"raw meats, fast food",400,Indian Rupees(Rs.),3.1,17,raw meats,medium
Sai Ann Kutir,New Delhi,Vikaspuri,"chinese, north indian",400,Indian Rupees(Rs.),2.8,37,chinese,medium
Saravana South Indian Hut,New Delhi,Vikaspuri,south indian,250,Indian Rupees(Rs.),3.2,10,south indian,low
Sardar Pure Meat Shop,New Delhi,Vikaspuri,"raw meats, fast food",300,Indian Rupees(Rs.),3.2,9,raw meats,medium
Shama Chicken Corner,New Delhi,Vikaspuri,"north indian, mughlai",400,Indian Rupees(Rs.),3.1,23,north indian,medium
Shan E Punjab,New Delhi,Vikaspuri,"north indian, south indian",550,Indian Rupees(Rs.),3.4,23,north indian,medium
Shanghai Nights,New Delhi,Vikaspuri,chinese,450,Indian Rupees(Rs.),2.8,11,chinese,medium
Shree Ram Sweets & Bakers,New Delhi,Vikaspuri,mithai,100,Indian Rupees(Rs.),3.0,4,mithai,low
Sindhi Kulfi Wala,New Delhi,Vikaspuri,desserts,100,Indian Rupees(Rs.),3.0,4,desserts,low
South Indian Cafe,New Delhi,Vikaspuri,"south indian, chinese",350,Indian Rupees(Rs.),3.3,42,south indian,medium
South Indian Hut,New Delhi,Vikaspuri,south indian,250,Indian Rupees(Rs.),3.4,35,south indian,low
Spinns Resto-Bar,New Delhi,Vikaspuri,"north indian, chinese",800,Indian Rupees(Rs.),2.6,43,north indian,high
Subway,New Delhi,Vikaspuri,"american, fast food, salad, healthy food",500,Indian Rupees(Rs.),2.6,28,american,medium
Taneja Bakery,New Delhi,Vikaspuri,bakery,200,Indian Rupees(Rs.),3.2,17,bakery,low
Tequila Express,New Delhi,Vikaspuri,"north indian, chinese",1150,Indian Rupees(Rs.),3.4,40,north indian,high
The China Town,New Delhi,Vikaspuri,chinese,600,Indian Rupees(Rs.),3.4,26,chinese,medium
THS - The Hunger Street,New Delhi,Vikaspuri,"north indian, mughlai, chinese",600,Indian Rupees(Rs.),3.2,49,north indian,medium
True Blue,New Delhi,Vikaspuri,"north indian, chinese",1100,Indian Rupees(Rs.),3.2,31,north indian,high
Twenty Four Seven,New Delhi,Vikaspuri,"fast food, north indian",300,Indian Rupees(Rs.),3.1,7,fast food,medium
Your's Chole Bhature,New Delhi,Vikaspuri,street food,100,Indian Rupees(Rs.),2.6,42,street food,low
Baskin Robbins,New Delhi,Vikaspuri,ice cream,300,Indian Rupees(Rs.),3.5,36,ice cream,medium
Pure Punjabi,New Delhi,Vikaspuri,"north indian, fast food",700,Indian Rupees(Rs.),3.5,56,north indian,medium
Brick Station,New Delhi,Vikaspuri,cafe,600,Indian Rupees(Rs.),0.0,3,cafe,medium
Food Factory,New Delhi,Vikaspuri,"chinese, fast food",300,Indian Rupees(Rs.),0.0,1,chinese,medium
Pastry Point,New Delhi,Vikaspuri,"bakery, fast food",200,Indian Rupees(Rs.),0.0,3,bakery,low
Prem Jee Da Dhaba,New Delhi,Vikaspuri,north indian,500,Indian Rupees(Rs.),0.0,2,north indian,medium
Welcome Food Point,New Delhi,Vikaspuri,"chinese, north indian",600,Indian Rupees(Rs.),2.3,26,chinese,medium
Arora Snacks,New Delhi,Vivek Vihar,chinese,350,Indian Rupees(Rs.),2.8,14,chinese,medium
Bansal Mithai Wale,New Delhi,Vivek Vihar,mithai,100,Indian Rupees(Rs.),2.9,5,mithai,low
Fabulous Cake Bites,New Delhi,Vivek Vihar,"bakery, desserts, fast food, pizza, burger, finger food",400,Indian Rupees(Rs.),3.4,33,bakery,medium
Garam Masala Food Corner,New Delhi,Vivek Vihar,"north indian, chinese",450,Indian Rupees(Rs.),3.3,114,north indian,medium
Health Buzzz,New Delhi,Vivek Vihar,healthy food,350,Indian Rupees(Rs.),3.1,7,healthy food,medium
Kumar Pav Bhaji Corner,New Delhi,Vivek Vihar,fast food,200,Indian Rupees(Rs.),3.2,12,fast food,low
Le Chef,New Delhi,Vivek Vihar,"chinese, north indian",400,Indian Rupees(Rs.),3.0,6,chinese,medium
Nainy Fast Food,New Delhi,Vivek Vihar,"chinese, fast food",300,Indian Rupees(Rs.),3.3,12,chinese,medium
Platform Nine and Three Quarters,New Delhi,Vivek Vihar,"cafe, north indian, continental",600,Indian Rupees(Rs.),2.6,54,cafe,medium
Pudding & Pie,New Delhi,Vivek Vihar,"bakery, fast food",450,Indian Rupees(Rs.),3.1,5,bakery,medium
Rapture,New Delhi,Vivek Vihar,"bakery, fast food",400,Indian Rupees(Rs.),2.5,51,bakery,medium
Sachdeva Chinese Fast Food,New Delhi,Vivek Vihar,"chinese, fast food",400,Indian Rupees(Rs.),3.3,21,chinese,medium
Simply Cakes,New Delhi,Vivek Vihar,bakery,400,Indian Rupees(Rs.),3.2,10,bakery,medium
The Dosa King,New Delhi,Vivek Vihar,"south indian, north indian",400,Indian Rupees(Rs.),2.9,4,south indian,medium
Bhappe Di Hatti,New Delhi,Vivek Vihar,"north indian, chinese",500,Indian Rupees(Rs.),3.5,37,north indian,medium
Cafetorium,New Delhi,Vivek Vihar,"cafe, italian",600,Indian Rupees(Rs.),3.8,122,cafe,medium
